-1.97,4.08,0.82,-0.61,-0.01,0.01,0.00,0.01,0.00,4.13,0.88,4.13,0.88,1155
-2.15,3.35,0.03,-1.97,-0.12,0.12,0.00,0.12,0.00,3.59,0.03,3.59,0.03,1076
-2.15,3.75,0.21,-3.38,-0.17,0.17,0.00,0.17,0.00,3.95,0.26,3.95,0.26,1057
-1.03,4.09,0.50,-1.15,-0.12,0.12,0.00,0.12,0.00,4.38,0.54,4.38,0.54,1072
-1.50,4.49,0.58,2.02,0.01,0.00,0.01,0.00,0.01,4.51,0.63,4.51,0.63,1067
-1.86,4.58,0.73,5.43,0.15,0.00,0.15,0.00,0.15,4.68,0.92,4.68,0.92,1067
-0.77,3.84,0.09,-1.29,-0.06,0.06,0.00,0.06,0.00,3.98,0.16,3.98,0.16,1096
-2.58,4.10,0.33,-3.48,-0.17,0.17,0.00,0.17,0.00,4.34,0.46,4.34,0.46,1046
-3.00,4.52,0.60,-1.08,-0.06,0.06,0.00,0.06,0.00,4.69,0.70,4.69,0.70,1046
-3.08,5.04,0.75,-2.01,-0.14,0.14,0.00,0.14,0.00,5.24,0.76,5.24,0.76,1093
-1.89,5.13,0.64,2.40,0.06,0.00,0.06,0.00,0.06,4.59,0.09,4.59,0.09,1098
-3.41,4.85,0.17,3.41,0.09,0.00,0.09,0.00,0.09,4.97,0.29,4.97,0.29,1049
-2.11,5.09,0.57,-0.42,-0.07,0.07,0.00,0.07,0.00,5.22,0.64,5.22,0.64,1036
-0.94,5.37,0.81,0.01,0.00,0.00,0.00,0.00,0.00,5.46,0.94,5.46,0.94,1089
-1.41,4.98,0.50,3.82,0.13,0.00,0.13,0.00,0.13,4.67,0.30,4.67,0.30,1066
-3.44,4.93,0.44,5.06,0.15,0.00,0.15,0.00,0.15,5.15,0.61,5.15,0.61,1042
-1.72,5.29,0.79,-0.99,-0.06,0.06,0.00,0.06,0.00,5.42,0.95,5.42,0.95,1089
-2.64,4.69,0.03,-3.31,-0.15,0.15,0.00,0.15,0.00,4.98,0.03,4.98,0.03,1119
-0.85,5.17,0.08,2.15,0.09,0.00,0.09,0.00,0.09,5.22,0.24,5.22,0.24,1082
-2.57,5.56,0.32,-1.45,-0.06,0.06,0.00,0.06,0.00,5.80,0.38,5.80,0.38,1093
-3.37,6.24,0.41,1.57,0.06,0.00,0.06,0.00,0.06,6.30,0.50,6.30,0.50,1083
-2.85,6.62,0.58,-3.03,-0.16,0.16,0.00,0.16,0.00,6.87,0.64,6.87,0.64,1098
-1.79,6.96,0.70,0.89,-0.01,0.01,0.00,0.01,0.00,7.05,0.70,7.05,0.70,1082
-2.93,7.32,0.71,-0.89,-0.06,0.06,0.00,0.06,0.00,7.43,0.76,7.43,0.76,1117
-2.02,7.22,0.50,-1.43,-0.06,0.06,0.00,0.06,0.00,6.72,0.11,6.72,0.11,1117
-1.36,6.81,0.25,1.44,0.08,0.00,0.08,0.00,0.08,6.81,0.42,6.81,0.42,1104
-1.48,7.01,0.64,-2.29,-0.15,0.15,0.00,0.15,0.00,7.24,0.79,7.24,0.79,1131
-1.25,7.00,0.69,3.45,0.16,0.00,0.16,0.00,0.16,6.36,0.21,6.36,0.21,1087
-2.44,6.44,0.44,1.54,0.06,0.00,0.06,0.00,0.06,6.48,0.63,6.48,0.63,1068
-2.27,6.86,0.70,4.08,0.17,0.00,0.17,0.00,0.17,7.01,0.96,7.01,0.96,1069
-1.35,6.18,0.26,-2.30,-0.14,0.14,0.00,0.14,0.00,6.46,0.40,6.46,0.40,1086
-2.60,6.55,0.44,2.69,0.07,0.00,0.07,0.00,0.07,6.57,0.53,6.57,0.53,1085
-0.99,6.69,0.71,0.47,0.00,0.00,0.00,0.00,0.00,6.75,0.84,6.75,0.84,1087
-2.23,6.75,0.65,-1.88,-0.06,0.06,0.00,0.06,0.00,6.17,0.02,6.17,0.02,1093
-4.12,6.53,0.08,-4.61,-0.19,0.19,0.00,0.19,0.00,6.79,0.14,6.79,0.14,1101
-3.33,7.05,0.22,-0.30,0.00,0.00,0.00,0.00,0.00,7.15,0.26,7.15,0.26,1093
0.23,7.24,0.28,-1.24,-0.06,0.06,0.00,0.06,0.00,7.33,0.33,7.33,0.33,1084
-3.29,7.45,0.42,-3.01,-0.10,0.10,0.00,0.10,0.00,7.59,0.48,7.59,0.48,1109
-2.41,7.80,0.60,-1.76,-0.12,0.12,0.00,0.12,0.00,7.91,0.67,7.91,0.67,1088
-0.74,7.52,0.43,-1.44,-0.12,0.12,0.00,0.12,0.00,7.06,0.01,7.06,0.01,1112
-1.22,7.24,0.27,2.24,0.10,0.00,0.10,0.00,0.10,7.36,0.54,7.36,0.54,1106
-1.35,7.47,0.70,-0.61,-0.01,0.01,0.00,0.01,0.00,7.54,0.78,7.54,0.78,1096
-2.63,7.87,0.89,-1.72,-0.03,0.03,0.00,0.03,0.00,7.99,0.99,7.99,0.99,1111
-0.61,7.71,0.61,-4.22,-0.14,0.14,0.00,0.14,0.00,7.32,0.09,7.32,0.09,1085
-1.03,7.40,0.45,2.20,0.06,0.00,0.06,0.00,0.06,7.49,0.67,7.49,0.67,1134
-2.38,7.56,0.83,-0.54,-0.10,0.10,0.00,0.10,0.00,7.73,0.87,7.73,0.87,1079
-3.03,7.73,0.90,0.10,0.00,0.00,0.00,0.00,0.00,7.73,0.96,7.73,0.96,1138
-1.95,7.17,0.23,-1.22,-0.07,0.07,0.00,0.07,0.00,7.16,0.18,7.16,0.18,1097
-3.41,7.32,0.41,-0.35,-0.04,0.04,0.00,0.04,0.00,7.52,0.46,7.52,0.46,1082
-1.03,7.59,0.48,0.55,0.01,0.00,0.01,0.00,0.01,7.64,0.53,7.64,0.53,1084
-2.78,7.96,0.65,2.08,0.01,0.00,0.01,0.00,0.01,8.14,0.70,8.14,0.70,1131
-2.41,8.43,0.74,1.70,0.01,0.00,0.01,0.00,0.01,8.60,0.80,8.60,0.80,1111
-1.43,8.80,0.91,-2.05,-0.14,0.14,0.00,0.14,0.00,9.08,0.92,9.08,0.92,1137
-1.93,8.32,0.23,3.44,0.12,0.00,0.12,0.00,0.12,8.28,0.23,8.28,0.23,1097
-1.69,8.62,0.37,-0.97,-0.10,0.10,0.00,0.10,0.00,8.80,0.47,8.80,0.47,1081
-0.45,8.85,0.72,4.34,0.14,0.00,0.14,0.00,0.14,8.88,0.86,8.88,0.86,1119
-0.74,8.47,0.44,-3.40,-0.13,0.13,0.00,0.13,0.00,8.17,0.14,8.17,0.14,1064
-1.17,8.28,0.23,0.75,0.06,0.00,0.06,0.00,0.06,8.36,0.34,8.36,0.34,1101
-1.26,8.42,0.58,-2.95,-0.17,0.17,0.00,0.17,0.00,8.60,0.68,8.60,0.68,1106
-1.60,8.28,0.55,3.85,0.13,0.00,0.13,0.00,0.13,7.80,0.28,7.80,0.28,1088
-2.76,7.94,0.34,-1.23,-0.06,0.06,0.00,0.06,0.00,8.12,0.34,8.12,0.34,1056
-1.83,8.33,0.41,0.92,-0.01,0.01,0.00,0.01,0.00,8.55,0.46,8.55,0.46,1093
-1.99,8.70,0.60,-0.04,-0.06,0.06,0.00,0.06,0.00,8.90,0.68,8.90,0.68,1104
-1.35,9.04,0.74,3.42,0.13,0.00,0.13,0.00,0.13,9.18,0.88,9.18,0.88,1094
-0.85,8.33,0.13,-4.14,-0.18,0.18,0.00,0.18,0.00,8.57,0.20,8.57,0.20,1117
-1.79,8.90,0.25,-1.59,-0.06,0.06,0.00,0.06,0.00,9.06,0.32,9.06,0.32,1115
-0.12,9.15,0.54,-1.94,-0.06,0.06,0.00,0.06,0.00,9.26,0.58,9.26,0.58,1102
-2.81,9.63,0.63,1.25,0.06,0.00,0.06,0.00,0.06,9.73,0.76,9.73,0.76,1105
-1.40,10.04,0.90,0.61,0.01,0.00,0.01,0.00,0.01,10.12,0.96,10.12,0.96,1093
-0.68,9.82,0.59,-2.30,-0.06,0.06,0.00,0.06,0.00,9.33,0.14,9.33,0.14,1084
-1.88,9.38,0.24,2.33,0.06,0.00,0.06,0.00,0.06,9.42,0.32,9.42,0.32,1130
-0.84,9.54,0.57,-3.00,-0.11,0.11,0.00,0.11,0.00,9.69,0.71,9.69,0.71,1099
-2.20,9.85,0.77,-4.20,-0.15,0.15,0.00,0.15,0.00,10.01,0.83,10.01,0.83,1099
-2.32,9.95,0.78,1.11,0.06,0.00,0.06,0.00,0.06,9.23,0.03,9.23,0.03,1110
-3.24,9.33,0.11,-0.41,-0.00,0.00,0.00,0.00,0.00,9.45,0.17,9.45,0.17,1067
-2.65,9.73,0.35,-0.98,-0.06,0.06,0.00,0.06,0.00,9.88,0.45,9.88,0.45,1113
-2.70,10.22,0.54,-0.69,-0.02,0.02,0.00,0.02,0.00,10.40,0.60,10.40,0.60,1124
-1.34,10.77,0.74,0.94,0.06,0.00,0.06,0.00,0.06,10.90,0.93,10.90,0.93,1109
-1.19,10.75,0.61,-2.77,-0.09,0.09,0.00,0.09,0.00,10.34,0.13,10.34,0.13,1131
-2.61,10.55,0.32,-3.22,-0.17,0.17,0.00,0.17,0.00,10.71,0.46,10.71,0.46,1098
-2.36,10.90,0.62,-1.68,-0.06,0.06,0.00,0.06,0.00,10.99,0.75,10.99,0.75,1126
-2.03,11.08,0.82,1.78,0.06,0.00,0.06,0.00,0.06,11.15,0.97,11.15,0.97,1099
-2.45,10.81,0.45,-0.91,-0.06,0.06,0.00,0.06,0.00,10.49,0.11,10.49,0.11,1119
-0.97,10.60,0.27,-1.55,-0.06,0.06,0.00,0.06,0.00,10.73,0.36,10.73,0.36,1081
-1.04,10.85,0.50,1.28,0.06,0.00,0.06,0.00,0.06,11.01,0.59,11.01,0.59,1112
-0.79,11.20,0.71,-3.58,-0.13,0.13,0.00,0.13,0.00,11.33,0.83,11.33,0.83,1114
-3.77,11.36,0.90,3.06,0.08,0.00,0.08,0.00,0.08,11.43,0.97,11.43,0.97,1103
-1.31,10.57,0.14,0.32,0.00,0.00,0.00,0.00,0.00,10.59,0.29,10.59,0.29,1123
-3.76,10.89,0.49,2.31,0.06,0.00,0.06,0.00,0.06,11.02,0.61,11.02,0.61,1106
-2.34,11.13,0.73,2.95,0.10,0.00,0.10,0.00,0.10,11.15,0.96,11.15,0.96,1112
-3.49,10.31,0.12,0.25,-0.06,0.06,0.00,0.06,0.00,10.51,0.15,10.51,0.15,1088
-1.56,10.65,0.20,-1.31,-0.09,0.09,0.00,0.09,0.00,10.79,0.21,10.79,0.21,1082
-1.29,10.94,0.34,5.18,0.15,0.00,0.15,0.00,0.15,11.14,0.50,11.14,0.50,1139
